cell_id,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19,Gene_20,Gene_21,Gene_22,Gene_23,Gene_24,Gene_25,Gene_26,Gene_27,Gene_28,Gene_29,Gene_30
Cell_148,0.186494644,0.990091954,0.41895623,1.247015505,0.309409873,4.251934809,9.168245494,3.193599392,3.64109835,3.510934634,1.36551817,1.748902247,1.46715595,1.278379212,0.950491525,2.143167646,0.396363814,0.710140902,0.186424242,1.638511575,2.069579274,0.45094437,1.811283833,0.383023426,0.332087001,1.40038643,0.698740327,7.1174012,0.765683494,0.911279955
Cell_149,3.157553454,0.493345176,0.917993738,2.924071947,0.755798338,4.196947605,6.156212968,4.721178267,2.83716541,6.529151626,1.228954328,0.37906259,2.358956564,0.859550658,0.908082875,5.215723326,1.938058956,1.206669398,4.099856445,0.251772766,1.132069438,0.726620231,0.554679518,1.657851664,0.725651439,1.521824164,1.017124117,1.008068529,0.506149821,5.422261416
Cell_150,0.331224509,0.725903602,2.460186654,0.912104957,1.455886868,5.24473487,4.795711309,4.553110785,4.710433426,5.48617538,0.528411206,3.737683466,0.141689413,0.899443234,2.124039794,0.338018904,0.084414837,2.378147066,1.659671162,0.565766762,1.146951783,0.59751085,2.681064474,2.175771247,1.36177687,1.922638524,1.535876391,0.383263574,0.13803039,2.156001833
Cell_151,2.664758438,0.609339577,4.50154717,1.291165906,0.080133298,1.972493083,6.099002169,1.04539762,1.529548663,4.506665706,3.910980656,3.93136166,4.692228709,3.498800866,4.429976292,0.4645521,3.534621948,2.073536152,1.869012433,1.051708154,0.939753639,0.296176597,3.695097924,1.803654195,0.762044485,2.274653636,2.241448568,1.739315708,4.291466633,3.05020307
Cell_152,2.135739159,0.907983032,0.838119824,3.031589483,3.428709759,6.599751658,1.248439564,1.274304309,0.263829067,4.271294166,4.496998118,7.588196164,2.919972303,3.958614606,5.047696958,2.261532969,1.618749471,1.880188137,0.638784244,1.671321784,2.230029685,1.18901791,0.734291203,0.352914101,2.601260944,1.72474451,7.021247545,2.980655985,0.223887529,2.280735383
Cell_153,2.304210049,1.102082776,2.556912046,1.713964833,1.374624943,2.911501347,0.028003621,4.037506612,5.279132791,0.240978472,5.445855666,3.161831725,3.05321956,3.569287869,5.093128942,1.553617315,0.959798883,0.098143239,0.757849226,4.036110388,2.286036023,0.42423937,1.413941046,0.990585365,4.291454117,0.991266548,0.954917952,4.31238879,3.10144976,1.328158927
Cell_154,0.386468926,2.225953658,0.325845461,1.570643561,2.059356604,0.252065378,0.985134494,1.704020518,1.940690554,2.018389024,3.642306608,3.704921676,3.978032949,6.690129269,4.370495855,2.771056785,2.879479447,5.203130698,0.342678546,1.796708752,1.061832238,1.217592899,2.073730785,0.607497377,0.905111384,0.039274128,0.636858299,4.315566737,2.226884622,2.033575151
Cell_155,2.350407054,1.171978718,2.89986545,0.614440816,1.005071922,0.985132488,3.050443238,0.560660176,0.910825558,0.701101822,7.537287508,5.836285989,4.753037798,5.332658036,3.689736659,2.004844093,1.641026419,0.539810545,0.164548671,1.323384975,1.217329706,0.127733348,1.528407085,2.243039689,2.794965967,1.077156224,1.479446943,2.775149012,1.168247444,0.579822433
Cell_156,0.584205619,2.421072708,1.457925728,0.879853428,0.526722451,0.863729361,1.350349299,3.972106032,3.123709017,4.404180056,4.287279742,2.925111404,3.900030959,4.571150393,3.82793575,6.503948232,2.341375608,0.651759656,3.152069329,0.157228311,0.779360739,0.861762187,3.322641227,1.673701823,0.535651169,0.320834646,1.906411616,6.363334911,1.052943457,0.128585214
Cell_157,2.45844106,1.861475355,0.732479863,0.278593872,0.673051864,1.220617409,0.970416618,0.31925118,0.260467593,0.548886069,4.490159324,3.385072728,5.38035307,3.98116922,4.800632418,2.251504732,0.874992227,4.496331793,2.43121793,2.994173431,2.327009586,0.87204409,4.09768565,2.559024784,1.440713886,2.894228142,3.154055664,2.786947079,1.104991122,0.357003915
Cell_158,2.371832517,1.475718815,0.361424523,1.334525448,1.752759305,1.393163733,1.867667263,0.818158062,1.002198606,2.059543904,3.324805135,6.568701768,3.628452461,5.097795388,4.356248499,1.452989133,1.019635315,1.755414002,1.418294629,0.211290009,0.1238511,1.615641939,0.4504884,2.78270296,0.129344538,2.544402478,2.297073159,1.298837428,0.050908453,0.932854026
Cell_159,2.141803045,0.018497819,2.299535008,0.350668712,0.168452865,2.281859002,0.94808607,1.684819429,1.320740749,0.820162557,2.582375053,5.547175322,5.46552542,5.640875565,4.38297976,1.353522784,0.940024725,3.107220949,3.374108752,4.542797465,3.958053335,1.377921556,0.682124902,0.284774324,2.221553725,1.815262248,1.675114126,1.836657417,2.0281471,4.539901463
Cell_160,1.52015812,1.996124173,0.815766453,5.005784501,0.153442414,3.250857831,1.587776588,1.011570847,0.30539874,2.279947538,4.284380645,5.53255807,3.840630451,4.55241816,3.969191441,1.271637574,2.925009859,2.369260762,0.279021147,2.521117008,0.784518763,0.72557384,2.150782825,0.695405179,3.674465143,0.161255186,1.21684768,1.242564624,0.379535925,0.84698062
Cell_161,0.768537392,0.162574544,0.549538469,1.064792728,0.996846461,2.252428646,3.408783729,0.888235254,0.309818239,1.754368169,4.850324696,5.69616681,3.546818603,3.54872322,4.069949816,3.750463324,1.36693124,2.903530718,0.881874925,2.059913622,2.307111106,0.910224626,2.396466217,0.167307312,1.533952937,2.100580242,0.573052386,0.737086838,0.351705594,0.397172655
Cell_162,0.502542718,2.386053008,0.537458609,0.073602014,1.87917995,0.084935332,1.141408431,0.894509717,0.842267462,0.20681532,4.144033934,3.381486717,4.298927071,4.962990271,5.551857415,1.314653683,1.899536203,0.651643524,0.529173798,1.815118765,1.500297889,0.91338803,0.787016864,0.324607851,0.895919075,0.871308152,3.195455258,1.684325551,1.320508833,1.432603788
Cell_163,3.704694569,0.770023448,0.658244145,3.899570984,2.156546764,0.604703123,3.972517928,0.842072771,0.842548188,0.234133483,3.295696844,4.872364003,4.644974839,3.085224989,6.05383523,1.799451403,0.329310299,2.967142049,2.649706529,1.034994556,0.2593535,1.619283865,0.414628688,0.915235285,0.980146919,0.455351466,3.306917184,0.596999471,3.149086407,1.295866599
Cell_164,0.218379771,1.0502956,3.273873098,1.012883618,0.568409956,2.557027257,0.501693802,0.88708184,1.11342111,0.899104958,4.522666359,4.171201173,2.819728777,2.946288991,5.202795553,3.105992603,0.295905335,0.369563041,2.047707698,4.264396906,0.647531293,0.423428154,2.866637109,2.777326253,0.052261971,0.126036791,0.358221986,2.114339635,1.136505175,1.437240464
Cell_165,3.548648139,0.580827151,1.574952607,2.168447989,0.739445775,0.402728439,2.739071886,1.515496503,0.207841755,3.550092975,4.644507427,4.78552538,4.709099628,3.261744449,4.066254622,3.027002533,0.893304836,0.40460255,6.750798542,1.365466337,1.380016133,0.937559348,1.559484958,2.318001155,1.939349864,2.796258861,1.392444561,0.893677397,2.837983681,3.260847771
Cell_166,0.878946577,0.414269607,1.155101815,0.47102695,1.046437288,1.669481879,0.399476774,1.121728544,1.203255159,2.415399733,5.92939612,3.48887688,7.520856362,5.265214326,4.571651669,0.852123609,0.771284094,0.720606735,3.00202717,2.272829143,0.936916979,0.585163456,2.736842593,1.348434222,0.329148317,0.04581167,0.967020684,1.4635964,1.772151786,3.555179781
Cell_167,0.173421586,1.360766005,1.129425692,0.417951832,2.480224723,0.934426855,1.117283645,0.534674456,1.324599357,1.848760876,3.61410306,3.587725294,4.894652094,5.254749511,5.301559966,2.436014773,0.776284697,0.669350591,0.561238196,0.369296529,0.663254831,0.731810372,0.565112717,1.106212057,0.252907396,2.435548181,1.024411605,1.453411896,0.396398984,1.154633452
Cell_168,1.764549607,1.330425935,2.724069834,1.514121634,0.238649739,0.775080507,0.352484809,2.333759047,1.144992327,2.848930822,3.177941148,3.489715084,4.822665048,2.823406203,2.179219118,3.312056949,2.450094827,0.643313148,1.263303964,0.381581646,0.725542401,0.235323568,4.770331371,1.26931922,0.766378607,0.163044374,0.887285764,0.767101433,0.535739754,0.797831525
Cell_169,0.299908867,2.671018083,2.418447949,3.044417945,0.136218288,4.560982248,1.036332864,0.236356087,0.334174947,1.092940934,5.869094838,3.241875525,3.509823294,3.879412157,5.294981428,0.513558271,0.508552988,4.736950209,0.400366487,0.262221359,1.105601495,0.650371797,1.238858146,2.308513528,0.965342504,1.319502009,2.485139909,1.426899301,0.651882594,2.552339388
Cell_170,1.62814778,3.759178275,2.955617229,0.647978007,1.216649245,0.992685143,0.137372538,0.384501626,4.682743631,0.366444752,4.098633693,4.185831479,3.156413412,4.38335923,7.247889612,0.406791004,0.048588397,1.155641765,1.5379032,2.010975985,4.101250222,0.568722804,0.007391192,0.478284544,0.255581596,1.720396538,1.570924508,1.597549197,1.136067413,0.784832524
Cell_171,0.509569485,1.302673761,1.840687303,0.651269645,0.443372953,1.130134697,0.700770647,2.606311016,2.403895105,1.818282032,4.371984203,5.184036077,2.617310443,5.237539476,5.199004293,1.03289909,0.811456929,1.432693835,0.353250282,1.629445748,1.097948077,2.333800839,1.176984199,1.015005256,0.155383863,1.98958536,1.625623914,0.995961068,1.035069977,0.957489066
Cell_172,1.038073898,2.167495142,2.183394054,0.84240851,0.592279218,1.384924549,1.00124688,0.567091716,1.109739701,1.681643454,2.577183401,7.949800778,6.408904183,3.672319426,3.378427271,1.472225616,1.826434981,0.274711738,4.185764913,0.823885619,0.706735653,0.521394976,2.269354322,2.310125996,0.371967811,0.990806635,1.609298856,3.3499434,0.508304119,0.781882512
Cell_173,0.069125479,1.056163068,1.802722909,0.771084612,1.212637054,0.694400729,1.329433276,2.379737889,0.200236137,0.122541905,4.392369734,4.775827372,5.609222624,5.091151441,5.247740362,0.600629689,2.549615301,0.614164473,0.119593446,0.407669936,1.111888915,0.492807436,0.551369147,3.070305227,0.979289787,1.569849864,5.769376765,0.540025594,3.04572978,0.556969359
Cell_174,1.532254565,2.747989187,1.056615371,0.248840797,0.749944541,0.16140607,2.491991383,4.090353977,0.979158489,0.55102429,5.321047391,7.932958615,5.76291833,4.666250086,3.285293942,0.215687667,1.000567402,1.236499027,0.862626405,0.667187284,0.545440116,1.014995739,1.417872644,6.213367298,0.12729754,2.254465986,0.703957165,0.486017466,0.801382145,1.523952566
Cell_175,0.09705797,2.618615975,1.469411027,1.171797584,0.744862395,0.668796236,0.943217935,3.645087538,1.084934977,1.277351285,3.245041312,3.696852879,3.35023924,3.44669737,4.98497441,1.000600931,0.944757513,2.087884168,2.097553447,0.135158087,2.360370092,3.542077171,0.713173184,0.780351723,1.048331296,0.384274034,3.041777925,4.012245024,2.570056407,0.133295298
Cell_176,0.590376787,0.731888933,0.934266997,1.352486907,1.134518403,1.142428042,2.595590703,1.886313523,1.013657085,2.174045922,4.725060443,5.440106535,6.042589245,6.014443508,4.332217164,1.09771408,1.720990918,0.242661106,1.634964945,1.729662459,0.279234355,1.040316914,1.590134454,3.563225712,1.169332094,0.311013059,0.257118862,0.784034222,1.606487892,1.877782621
Cell_177,0.340232528,1.693162518,0.6866537,1.660885938,2.959775955,0.19979308,1.498547368,0.874992066,0.139706199,0.247841804,4.772014537,7.294408324,4.851068447,11.51747366,5.456946774,0.527756697,2.372485835,0.32131251,1.314883175,1.335606332,1.306919179,0.287365849,0.015528115,0.900137473,1.595820875,3.486439352,1.615561956,0.314420085,0.949274325,1.006135863
Cell_178,3.119344859,1.653138182,0.379181875,0.678933261,2.187771611,1.407493692,1.170456414,0.944636833,2.146534397,0.809833652,2.784946805,5.760304553,3.689133802,2.333578628,4.016140313,2.583186791,1.342997805,0.335432721,0.305147828,2.639774097,0.306439723,0.623747596,0.785652693,1.800330536,0.718730804,0.247436504,1.929608874,1.896052661,3.783810157,1.453973013
Cell_179,3.650907376,0.782856667,2.298872333,3.557333381,1.256788658,1.125662831,1.45824767,1.695957275,2.603197642,0.984193607,4.10176965,4.353235194,3.656286449,3.64153034,3.92418698,0.408174293,2.372007522,1.984002478,1.057982039,1.425527732,0.470554213,1.121040578,2.879603222,2.80430861,3.840326061,2.367568183,1.535360276,2.270202969,0.319808031,2.136370346
Cell_180,2.431841295,1.104148342,1.218210565,0.902415216,1.073491447,1.352942519,1.477348925,0.479041108,0.579038433,1.985446251,4.953584555,3.747757247,3.579681109,7.121699917,3.053133114,0.015161538,0.367911563,0.85536954,1.85346011,1.753683575,0.912433655,3.375318583,2.19977308,0.608186267,0.38985053,1.333240125,2.284885167,4.326926902,1.531625043,0.818734294
Cell_181,3.151048711,2.181386303,0.303116768,0.861086652,0.973167415,2.182217525,0.10230212,0.796900853,1.186077414,0.940863097,7.606600955,5.86460773,5.288213706,3.279261658,4.691977632,0.467887528,0.483750535,2.64148559,2.303337346,0.430586001,1.287265175,0.190111669,1.829170609,0.418564296,1.290594605,4.227130532,0.35878314,1.583100027,1.127576176,0.322263857
Cell_182,0.561538636,1.699056314,0.959428575,3.4552759,1.767386699,0.391858953,2.376657068,2.61048973,1.490465306,1.891225465,4.235569321,6.448504255,5.76687891,3.919344367,2.792970111,0.975972983,2.260989757,2.985781485,0.831932823,0.951834224,0.880177204,1.083511152,1.346122593,0.74480743,0.877477514,1.631922898,0.277543168,4.534665207,2.212122696,3.340134188
Cell_183,0.450742758,0.64066388,0.032319484,1.21949436,1.252925566,1.493598835,0.144297729,1.133358547,1.566152333,1.778804805,4.389847828,8.531198195,3.722935097,3.895199629,4.805579662,0.680873099,2.031583659,0.154594429,2.133226159,1.30669352,0.992234646,0.301014558,1.212945042,2.013516641,1.355244725,1.100785075,0.928038779,0.759640831,0.330272985,1.981798969
Cell_184,1.43818885,2.085834839,0.746195469,0.995462684,0.307143622,0.168135857,1.270450388,0.056363576,1.576325046,0.646321534,8.248106927,4.34719516,5.076907092,3.59362839,6.298194216,3.088908319,2.550021825,4.93387424,0.358185042,2.023717476,0.52681685,0.37750344,1.13445951,1.447508622,1.061225888,1.241139261,1.1500359,0.395657576,3.548974664,4.605328596
Cell_185,1.314017743,1.162499899,2.789512302,1.18734693,1.05257025,2.053880596,5.750523351,1.56743626,1.326251061,3.277903055,4.272101466,8.165018842,2.974024743,3.320698246,2.768792772,2.416917665,1.575037658,0.91517297,1.584704796,2.708858689,0.868936924,2.189039006,0.768431575,0.181518747,1.188419747,0.149754878,0.855941625,1.338121369,0.492417975,1.917029442
Cell_186,0.937019483,1.966300947,1.151321964,0.967040903,0.496591687,1.204625897,1.347554905,1.605612373,1.475649723,0.256810845,6.140858215,5.598985106,5.237635253,5.158646544,4.667526328,4.756731201,0.670542862,0.690007669,0.359587316,0.091812028,1.690849157,4.900198423,0.896704468,3.070202795,0.910752258,2.95827181,1.580304831,1.214143574,0.67931391,1.26947023
Cell_187,2.378177689,0.591448921,1.099909453,1.415730748,2.315039026,1.302605674,0.919104044,1.497739797,2.903968611,1.730911772,4.127066998,4.087192564,2.778588619,5.015538458,3.720953433,0.782256317,1.006864479,0.780593935,0.407201641,0.605330119,0.246280108,0.697888761,0.630461899,4.882627951,0.16867641,1.896000429,1.224488954,0.414758275,1.305743704,4.282192785
Cell_188,1.883102389,1.684975997,0.298977785,0.500504124,0.189273482,1.26183537,1.214609168,0.50402293,2.387160162,0.273024877,3.116564147,3.158858692,2.694918973,4.285693804,2.735737378,1.472816913,0.241927626,0.304900301,2.416853616,2.278379028,0.439379882,1.097651284,1.186523013,0.224638372,0.611085627,0.96347913,0.043076296,1.294064989,1.764076733,1.418444348
Cell_189,2.112475437,1.690814409,2.373543433,0.077597155,0.796467937,0.387266426,0.081861068,1.019496857,2.475947171,0.638740977,4.319612021,5.89715519,4.039788976,5.834567775,5.712379197,1.515336708,0.288413356,0.074801384,0.5580025,0.748849394,0.910152861,1.923083811,0.531884952,1.965175384,3.993872672,0.985393519,1.388357731,3.811267797,2.176240156,0.551287258
Cell_190,4.233348135,1.360753762,0.621916296,0.14984729,0.539058339,1.309338715,0.388402945,0.462585442,3.208622198,1.380329092,3.116046932,4.565048101,3.52637999,3.427390912,4.558963733,5.768076558,2.623967286,1.110537659,2.309858532,0.088713709,1.156188412,0.594138538,1.281771083,0.070316902,1.991012857,1.698856575,2.692482391,0.745819922,2.054062133,4.505044615
Cell_191,0.86413144,0.232833805,1.951495607,0.790642372,0.365613501,0.457673871,0.188882604,0.367444916,1.593468933,1.644725223,4.08223742,5.426863444,4.131231851,4.51335971,3.571383202,2.412497429,0.156128128,0.318521009,0.550157108,1.389166661,0.254949711,0.286893446,3.489185924,3.151614879,0.241148146,0.494208688,1.084960948,1.884237815,0.731341715,0.643528855
Cell_192,2.857317135,0.547010993,0.857486464,1.734600692,1.797931443,1.645818166,1.564335192,1.395929137,0.911035629,2.408690767,4.864858893,4.042449846,4.137648242,3.107340015,3.667915869,0.331778984,2.46257767,6.438811995,0.299324052,0.966317737,0.823276097,0.057172127,0.572156704,4.372895445,1.307592791,0.981343281,0.337804745,2.20019072,0.6880024,0.534786884
Cell_193,2.024161549,0.973649455,0.401126246,2.162257194,1.267269123,2.183049937,1.020711823,6.801895005,6.24816266,0.628114838,3.626790669,3.742365412,5.728090312,4.910386251,2.601362207,0.18169377,0.568959199,0.224990747,0.87113114,0.082580074,0.928810416,1.558838754,2.839776439,1.353849503,3.328986561,1.356014396,0.274095458,0.785475839,0.537665679,1.193845567
Cell_194,0.048623328,3.09615851,1.955040726,1.103857216,6.549726746,4.340425306,1.802286228,1.145714958,0.866338133,0.802841866,1.747891351,4.245501541,4.034143758,5.046944531,4.493238605,0.210180029,0.823821649,0.372683241,3.733637279,0.0563237,1.131803727,0.329815882,0.865322915,1.115605986,2.289593556,0.723183187,1.08464061,3.114478347,3.107798496,5.399720776
Cell_195,0.405113982,5.465461332,0.814233881,3.641528454,2.211353112,0.683780603,4.663635817,3.345062721,0.260390356,0.742921943,4.869585958,2.687156486,4.192615413,5.702885218,3.700486119,1.356342387,2.517555891,1.638210494,0.999743456,3.597816885,1.235658216,1.11658806,3.547978272,1.693846012,0.345252601,0.399258492,0.535052499,2.613730699,2.392639304,1.333510057
Cell_196,0.405465327,0.793687573,3.275681354,0.975819982,0.937438543,0.582470558,2.680432488,0.493058384,2.131315488,0.691986549,4.425279194,3.938049985,4.432388581,3.196980563,4.186846698,1.437381171,0.614245389,2.926032234,2.43606143,0.415767504,0.47551881,0.098952705,2.244975846,0.857763903,1.142036055,0.455959757,1.144301829,1.510121143,0.242936991,1.481077581
Cell_197,1.413761256,3.419645989,1.561332381,0.400375192,0.442258817,1.397583923,0.831823065,2.108679984,0.229564158,2.325141611,4.406820047,7.215493863,4.101585254,3.714796585,3.424186847,1.561548894,0.287323145,5.428354433,0.99670453,3.776064492,0.147689725,0.021852461,0.539726616,1.648477476,1.28549468,0.634032718,1.628012324,0.910311435,0.298935449,4.216009764
Cell_198,0.017991316,1.455885297,1.213395349,1.242374621,2.731141169,0.360186013,0.337502367,2.736689445,1.949891777,3.614716088,4.407670689,4.893630164,5.291559242,6.237370766,3.390444284,5.209848802,0.738314043,1.443664896,1.923890103,2.790837058,2.188646394,1.268367106,2.170957654,0.824047736,0.671044061,1.230513286,3.099883529,1.887050903,0.757205724,1.094586678
Cell_199,2.613838166,1.505543068,1.347977098,1.375239254,0.3248549,2.860023089,1.222444575,1.408484774,0.782858438,3.661990011,3.979357224,3.96863298,5.542540629,3.735834901,5.643302916,0.248315062,0.462425234,0.19922307,1.277538904,1.353588735,1.426641479,0.933661935,0.983079442,0.607119927,0.819449359,0.266249301,1.624851623,2.274088431,1.015025146,0.987117593
Cell_200,1.281488125,3.586672107,1.096653207,1.186806891,0.954310295,1.589421987,1.532898564,0.837503621,1.679887904,0.21834045,4.14135288,2.494655967,4.518629358,3.179386589,4.962053251,0.013945054,1.62339593,0.369066146,0.637068491,0.937947925,3.786853783,0.363958631,1.136665084,3.016294059,1.184327131,1.836576646,2.697903699,0.621483876,0.702320121,0.356391345
Cell_201,3.044355884,4.232854755,0.245143134,1.4763662,0.629547782,0.668683401,1.92196294,1.224811235,1.776449842,4.145003904,4.506816913,5.122059121,5.873353992,3.694097914,5.611584362,0.651174296,0.279801654,1.657845446,0.321241052,1.232516732,0.990038489,3.371303802,0.318794439,1.549466129,0.503907406,0.173695778,0.073368733,0.334029861,0.31629217,0.079058395
Cell_202,2.371778257,2.883571451,0.53834981,0.759029824,0.923638252,2.614482346,2.656738728,1.525365674,1.481634529,0.694179453,3.142125275,5.900458849,3.811560873,3.940905719,4.879181764,0.778902732,0.922810717,2.24614711,0.073256631,0.306172227,4.541103976,2.232905363,2.476363175,1.491314522,1.657452335,0.615911152,0.884943404,2.53662006,0.725192909,0.594439877
Cell_203,1.130213086,1.500603445,3.175226276,7.760124332,0.414917144,2.028171792,1.250496112,0.10920717,3.730567744,0.789894762,3.477524746,6.3086939,4.585719996,5.001349888,3.281653284,1.797530449,1.030324685,0.496018486,1.846671986,2.20907068,1.168252327,0.075783778,0.319970372,0.687002428,3.509259047,1.110374057,3.461262072,2.653410507,0.741370097,1.396299818
Cell_204,2.25524604,0.525291549,2.117611337,1.913682369,0.493398127,1.766218122,1.060605662,0.237506114,0.687032363,0.661477322,7.201710162,3.598503015,2.801204611,4.945509127,4.31515247,0.966080257,0.948944976,2.497228403,0.505599566,0.356439652,0.071547115,0.725886648,0.256325197,0.859910063,0.120595242,0.847421983,1.522651857,1.119011284,1.970939639,2.852477816
Cell_205,1.488045915,1.144346317,1.673900361,1.533371847,2.271454765,1.214869157,0.288117193,2.743967148,0.132971201,2.1173725,4.900094352,4.715914447,4.459067871,3.79880479,4.286949933,3.056465528,1.725432999,1.741323554,3.116364164,3.402932441,2.197366911,4.916794108,1.715677595,2.191081111,2.589032138,3.273656865,0.446687364,0.259004843,0.313042985,0.730525702
Cell_206,2.660253698,0.929165668,1.058390067,0.25935352,0.29807591,0.706663438,0.539778806,2.231783635,0.257496658,0.341948599,4.650795996,3.898383558,3.827099061,5.748857707,4.304468289,1.205181203,0.713765971,1.06109654,2.292704121,0.80271075,1.37782386,0.8136869,0.066560352,0.556884851,0.693792176,1.195637876,1.92904978,0.973943863,0.78742392,1.468231189
Cell_207,1.145316966,0.254643135,3.478116511,0.845087078,1.145168242,0.190383978,2.760385688,0.737360074,3.764837909,1.094725126,5.81628062,4.071838731,3.469247716,5.23516643,4.810973325,0.041729037,0.245724179,2.712633837,0.74228858,2.025977432,5.143711908,1.699881975,1.111385485,0.550010226,1.472675607,1.620899971,1.222681911,2.092368315,0.315752887,1.243397776
Cell_208,1.115890934,0.643743684,1.588168035,0.278173393,0.513020339,0.825026094,0.952383294,1.658708857,1.809241818,0.495734189,6.210032449,4.208752651,8.513090807,5.864398233,3.946238396,0.276580918,0.196261084,0.053716683,1.396847034,0.607138682,1.900524565,0.641032579,0.488862941,1.804853478,5.470137215,3.163205285,1.830375167,2.921590992,1.672690865,2.120148045
Cell_209,1.779466843,2.476667413,0.602474571,2.785439348,0.30967797,1.307901278,1.131777539,0.016160519,0.67844097,1.758116746,3.202944568,7.12890298,4.172189672,3.93462958,5.683096536,0.762737054,0.34428611,1.874880789,0.270908572,0.710977752,1.192899583,0.882876501,8.687548098,1.687524227,1.035546949,0.62146069,1.564340268,2.890224836,0.157441272,1.529275524
Cell_210,0.979725106,2.20935951,1.206324127,1.736701156,4.822447907,2.268779859,0.877463694,0.405128343,0.982148738,0.412501752,4.556574534,4.393322889,3.664710679,4.600285042,6.923797182,1.231722118,0.787707323,2.127690449,1.00237854,1.079185157,2.797328663,0.445950276,2.438616766,0.194840823,5.233525308,0.460848197,1.254943548,3.337809056,0.202035513,0.699467488
Cell_211,2.286725119,0.111390042,1.771602039,1.557852937,0.240887473,5.237419481,1.184798798,0.815049477,0.334274891,0.407720345,8.125702134,4.603074277,5.631995934,3.414819054,8.069568558,0.703211049,0.378604448,1.693832404,0.194797728,0.135034938,3.768953474,0.524099066,1.976298154,4.939996776,1.214912077,1.92026391,0.132453456,0.47045714,4.246398268,0.820163748
Cell_212,0.250330855,1.836846813,3.329953224,0.70553413,1.840829462,2.498494719,0.970748677,0.836624393,4.80282556,0.280466959,4.671551551,4.255435618,3.644893535,4.492462904,4.809475714,1.521365052,0.136467581,0.424939199,0.906139076,1.272348039,4.206211412,1.241900014,2.292003801,1.092631577,2.138709066,1.174624327,0.344376305,1.910553316,1.747401555,0.203078083
Cell_213,1.092648809,1.082527562,0.62289986,0.319372166,1.435188359,3.897973044,2.065087794,0.165316899,3.664603483,3.258358814,3.440151118,3.028384824,4.122104969,4.513892035,3.760875786,1.414681558,0.492404507,0.269873653,0.88584258,3.811536458,2.415931967,1.682715717,0.670585856,0.20873681,0.327705673,2.298667733,0.487397494,1.30465039,1.699895692,0.150322165
Cell_214,1.1427362,1.578481704,4.590410154,1.283234935,2.208239132,0.68546064,2.675879686,0.246661052,1.749438892,1.338986104,5.765002103,4.974803989,3.684993983,4.745913569,4.645304684,0.377744844,0.989784763,0.322712912,1.569709614,1.726535125,4.073804882,0.96942266,0.822475484,0.173019752,0.968664063,0.866990469,1.259025269,0.842351951,0.843987879,1.255638396
Cell_215,1.041148667,0.828085158,0.819498288,5.023109626,0.796185244,0.919537618,0.122857985,2.683772102,0.031420545,0.397546722,5.487687643,2.933508578,3.98565983,3.777326565,4.371099562,0.550523398,2.21807019,2.331277826,1.903545993,0.707686077,1.317402975,0.622837323,6.28440265,1.523232115,0.712031552,5.452541664,0.805903398,1.472128285,2.247821251,0.651551268
Cell_216,0.602159243,2.586018612,2.246027277,2.240355438,1.736796522,4.984949964,1.214738602,0.48320925,0.290915441,0.783840518,6.271061234,5.411335491,3.321654768,5.467138191,4.025867285,0.39076611,1.25283113,3.75545399,1.633953912,0.403425226,0.490926727,1.400542888,0.209994806,0.239305456,0.885552763,2.007679443,2.130985622,1.252239972,2.414890584,4.165645811
Cell_217,0.688397073,0.196420962,0.780661974,0.413613982,1.725235404,0.299394458,1.061247569,0.413976021,0.847216342,1.122244738,4.669610109,4.235254938,3.338146972,5.702849428,4.835748413,0.6893596,2.00065636,1.411851357,1.862237297,2.916727897,0.323389043,6.313364615,1.697259099,0.302480619,3.221348294,0.553361854,4.222571031,0.350334788,1.063982647,2.278256669
Cell_218,2.026913419,1.559186566,2.646974491,0.734688855,2.770069251,0.589025784,3.87641772,0.64782149,0.2402389,2.055693908,4.013028187,4.855842621,4.158764647,4.852054629,7.375835292,1.513927409,0.179772709,1.154890983,1.709156338,4.075762021,2.139707725,0.493937492,1.105273591,2.2455572,1.824031173,1.924206246,0.246404603,2.037325168,1.430901003,2.112438923
Cell_219,1.350806278,1.012152251,2.827664711,1.74264382,0.305406827,1.290972321,0.847626099,0.74005682,1.798056029,1.35972237,5.52753455,5.088569433,4.687321927,5.684838168,3.747605426,2.947572012,0.687456517,0.363843948,1.612411801,1.120986149,1.248744331,0.310461595,0.332111037,0.825760138,2.099401132,0.861773315,0.340461715,2.957841862,0.324964304,1.285029531
Cell_220,2.110317117,0.773297972,2.106081926,3.789126943,2.038217369,1.086591825,1.255589899,0.059916771,0.673103232,0.067465006,3.33966479,3.42610343,4.666963073,4.967811757,8.715465304,0.204105822,0.435028756,1.471726778,2.261465784,0.590173161,1.36478906,1.561772316,4.081634754,0.24675482,1.767865554,2.31743245,1.923538294,3.205964159,0.342160351,0.043100133
Cell_221,3.064654763,0.810264515,1.090254197,1.223762268,1.309491795,2.510741404,1.717676114,0.228612607,1.06992088,1.533983682,4.52038717,3.202020648,3.076847431,6.419154653,3.56785098,2.017585835,2.470121922,1.458711143,0.587011662,1.7273768,0.902100008,6.049933628,2.357087906,2.288767459,2.954342174,0.074129168,1.072808755,2.827186068,0.666599226,0.178605708
